0.0000000000, 44.0000000000, 50.0000000000, 8.0000000000, 1.0000000000, 0.5108390000, 3.4829931000
0.0000000000, 56.0000000000, 57.0000000000, 8.0000000000, 1.0000000000, 0.5108390000, 3.4829931000
8.0000000000, 49.0000000000, 53.0000000000, 0.3333333400, 1.0000000000, 3.4829931000, 3.6921542000
8.0000000000, 37.0000000000, 46.0000000000, 0.3333333400, 1.0000000000, 3.4829931000, 3.6921542000
8.3333330000, 56.0000000000, 57.0000000000, 0.3333333400, 1.0000000000, 3.6921542000, 3.9013152000
8.6666670000, 61.0000000000, 60.0000000000, 0.3333333400, 1.0000000000, 3.9013152000, 4.1104760000
9.0000000000, 64.0000000000, 62.0000000000, 0.3333333400, 1.0000000000, 4.1104760000, 4.3196373000
9.3333330000, 61.0000000000, 60.0000000000, 0.3333333400, 1.0000000000, 4.3196373000, 4.5287980000
9.6666670000, 56.0000000000, 57.0000000000, 0.3333333400, 1.0000000000, 4.5287980000, 4.7379590000
10.0000000000, 49.0000000000, 53.0000000000, 0.3333333400, 1.0000000000, 4.7379590000, 4.9471200000
10.3333330000, 56.0000000000, 57.0000000000, 0.3333333400, 1.0000000000, 4.9471200000, 5.1562815000
10.6666670000, 61.0000000000, 60.0000000000, 0.3333333400, 1.0000000000, 5.1562815000, 5.3654423000
11.0000000000, 64.0000000000, 62.0000000000, 0.3333333400, 1.0000000000, 5.3654423000, 5.5746030000
11.3333330000, 61.0000000000, 60.0000000000, 0.3333333400, 1.0000000000, 5.5746030000, 5.7837640000
11.6666670000, 56.0000000000, 57.0000000000, 0.3333333400, 1.0000000000, 5.7837640000, 5.9929250000
12.0000000000, 49.0000000000, 53.0000000000, 0.3333333400, 1.0000000000, 5.9929250000, 6.1393200000
12.3333330000, 56.0000000000, 57.0000000000, 0.3333333400, 1.0000000000, 6.1393200000, 6.2857140000
12.6666670000, 61.0000000000, 60.0000000000, 0.3333333400, 1.0000000000, 6.2857140000, 6.4321090000
13.0000000000, 64.0000000000, 62.0000000000, 0.3333333400, 1.0000000000, 6.4321090000, 6.5785036000
13.3333330000, 61.0000000000, 60.0000000000, 0.3333333400, 1.0000000000, 6.5785036000, 6.7248980000
13.6666670000, 56.0000000000, 57.0000000000, 0.3333333400, 1.0000000000, 6.7248980000, 6.8712926000
14.0000000000, 49.0000000000, 53.0000000000, 0.3333333400, 1.0000000000, 6.8712926000, 7.0176870000
14.3333330000, 56.0000000000, 57.0000000000, 0.3333333400, 1.0000000000, 7.0176870000, 7.1640816000
14.6666670000, 61.0000000000, 60.0000000000, 0.3333333400, 1.0000000000, 7.1640816000, 7.3104763000
15.0000000000, 64.0000000000, 62.0000000000, 0.3333333400, 1.0000000000, 7.3104763000, 7.4568710000
15.3333330000, 61.0000000000, 60.0000000000, 0.3333333400, 1.0000000000, 7.4568710000, 7.6032660000
15.6666670000, 56.0000000000, 57.0000000000, 0.3333333400, 1.0000000000, 7.6032660000, 7.7496600000
16.0000000000, 49.0000000000, 53.0000000000, 0.3333333400, 1.0000000000, 7.7496600000, 7.8560790000
16.2500000000, 68.0000000000, 64.0000000000, 0.2500000000, 1.0000000000, 7.8294744000, 7.9092890000
16.3333340000, 56.0000000000, 57.0000000000, 0.3333333400, 1.0000000000, 7.8560790000, 7.9624980000
16.5000000000, 69.0000000000, 65.0000000000, 0.2500000000, 1.0000000000, 7.9092890000, 7.9891030000
16.6666660000, 61.0000000000, 60.0000000000, 0.3333333400, 1.0000000000, 7.9624980000, 8.0689170000
16.7500000000, 68.0000000000, 64.0000000000, 0.2500000000, 1.0000000000, 7.9891030000, 8.0689170000
17.0000000000, 67.0000000000, 64.0000000000, 0.2500000000, 1.0000000000, 8.0689170000, 8.1487320000
17.0000000000, 64.0000000000, 62.0000000000, 0.3333333400, 1.0000000000, 8.0689170000, 8.1753370000
17.2500000000, 68.0000000000, 64.0000000000, 0.2500000000, 1.0000000000, 8.1487320000, 8.2285460000
17.3333340000, 61.0000000000, 60.0000000000, 0.3333333400, 1.0000000000, 8.1753370000, 8.2817550000
17.5000000000, 73.0000000000, 67.0000000000, 0.2500000000, 1.0000000000, 8.2285460000, 8.3083600000
17.6666660000, 56.0000000000, 57.0000000000, 0.3333333400, 1.0000000000, 8.2817550000, 8.3881750000
17.7500000000, 76.0000000000, 69.0000000000, 0.2500000000, 1.0000000000, 8.3083600000, 8.3881750000
18.0000000000, 75.0000000000, 69.0000000000, 0.2500000000, 1.0000000000, 8.3881750000, 8.4679890000
18.0000000000, 52.0000000000, 55.0000000000, 0.3333333400, 1.0000000000, 8.3881750000, 8.4945940000
18.2500000000, 73.0000000000, 67.0000000000, 0.2500000000, 1.0000000000, 8.4679890000, 8.5478040000
18.3333340000, 56.0000000000, 57.0000000000, 0.3333333400, 1.0000000000, 8.4945940000, 8.6010130000
18.5000000000, 75.0000000000, 69.0000000000, 0.2500000000, 1.0000000000, 8.5478040000, 8.6276180000
18.6666660000, 61.0000000000, 60.0000000000, 0.3333333400, 1.0000000000, 8.6010130000, 8.7074320000
