0.110	40
0.130	64
0.840	55
1.200	52
1.560	55
3.000	55
3.380	40
3.740	64
3.740	76
4.100	52
4.460	64
5.160	54
5.890	54
6.620	63
8.140	59
8.970	40
9.720	55
10.100	52
10.440	55
10.820	40
10.820	52
11.190	36
11.920	57
12.640	60
12.650	64
13.340	64
14.100	55
14.840	55
15.220	52
15.600	59
15.600	63
15.970	51
16.380	54
17.190	57
17.190	63
17.190	69
18.100	64
18.880	55
19.260	40
19.620	55
20.000	52
21.070	54
21.780	54
21.790	63
22.150	52
22.150	64
22.860	52
24.630	45
24.640	60
25.350	54
25.350	60
26.080	57
26.470	67
26.850	47
27.560	55
27.920	64
28.290	64
28.290	76
29.730	55
30.470	64
30.480	59
30.800	52
31.190	75
31.940	59
32.720	59
32.720	71
33.140	52
33.970	47
34.890	47
35.370	48
35.370	54
35.370	60
36.850	52
36.860	40
36.860	59
36.860	64
37.640	55
38.010	52
38.380	55
38.750	36
39.830	55
40.560	59
40.560	64
40.920	52
42.390	52
42.740	42
42.750	54
43.120	52
43.500	63
44.610	39
44.610	51
44.990	57
44.990	60
45.350	39
45.350	51
45.740	47
45.740	52
45.740	59
45.740	64
45.750	40
46.490	55
46.880	40
46.880	52
47.230	47
47.230	63
47.590	55
47.590	64
47.940	57
47.940	60
47.950	48
48.640	52
49.000	57
49.000	60
49.350	36
49.350	48
49.700	52
50.750	55
52.170	39
52.170	51
52.170	63
52.890	71
53.230	54
53.610	60
53.610	63
53.960	51
53.970	39
54.330	47
54.330	67
55.040	55
55.750	60
56.090	59
56.450	61
57.840	48
57.840	60
57.840	64
58.170	47
58.520	55
58.530	43
58.530	52
58.530	60
58.530	64
58.530	67
59.230	59
59.920	60
60.260	52
60.270	40
60.270	67
60.610	60
60.620	45
60.620	48
61.310	60
62.030	36
62.030	48
62.030	60
62.750	42
62.750	61
63.110	59
63.460	61
64.180	71
64.900	70
65.280	58
65.640	58
65.640	61
66.020	58
66.400	58
66.400	61
66.400	66
67.190	63
67.190	71
68.720	63
69.820	51
70.900	59
71.610	57
73.030	42
73.030	54
73.380	51
74.480	54
74.840	51
75.200	51
75.200	60
75.210	48
75.210	54
75.570	47
75.570	59
75.570	71
76.340	40
76.690	55
77.050	52
77.770	48
78.860	55
79.220	52
79.230	40
79.580	40
79.580	52
79.580	60
79.960	59
79.960	71
80.310	66
80.320	53
81.030	63
81.040	57
82.450	51
82.460	47
82.810	54
83.150	57
83.150	69
83.860	60
84.230	51
84.230	71
84.600	40
84.600	67
85.300	52
85.300	60
85.300	71
85.310	64
86.020	54
86.370	40
86.370	52
86.740	60
86.740	67
87.130	55
87.530	40
87.530	52
87.960	54
88.380	48
88.380	52
89.400	48
89.400	52
89.400	60
90.170	52
90.950	52
93.180	52
93.180	60
93.520	59
93.920	36
93.920	48
93.920	67
94.640	52
95.360	52
96.840	52
97.570	40
97.570	48
97.570	52
97.570	60
97.900	59
97.900	71
98.300	66
98.670	40
98.670	52
99.010	42
99.010	54
99.390	40
99.390	52
99.750	42
99.760	52
99.760	54
100.090	49
100.090	76
100.100	52
100.100	64
100.470	47
100.470	63
101.250	51
101.250	71
101.670	54
102.020	78
102.030	71
102.520	42
102.520	54
102.950	36
102.950	78
103.710	47
104.060	51
104.410	72
104.780	59
104.780	71
105.150	63
105.510	51
105.510	66
105.870	69
106.240	66
106.250	71
106.580	72
106.950	51
106.950	71
107.290	34
107.290	71
107.290	74
107.660	47
107.660	67
108.020	52
108.020	76
108.380	55
108.380	67
108.740	72
109.080	71
109.450	40
109.450	52
109.450	64
109.790	52
109.790	67
110.140	71
110.510	67
110.860	72
111.240	71
111.580	39
111.580	75
111.580	81
112.270	71
112.990	72
113.360	59
113.370	71
113.720	47
113.720	71
113.720	75
114.440	39
114.440	72
114.440	75
114.440	84
114.800	57
115.160	39
115.160	78
115.520	51
115.530	63
115.860	40
115.860	52
116.600	40
116.600	52
116.940	43
116.940	48
116.940	52
116.940	55
116.940	60
116.940	67
116.940	79
117.300	47
117.300	51
117.300	63
117.300	66
117.300	75
117.670	55
117.670	67
117.680	52
117.680	64
117.680	76
118.080	48
118.080	52
118.080	76
118.460	59
118.840	43
118.840	52
118.840	55
118.840	67
119.250	52
119.640	48
119.650	52
119.650	76
119.650	79
120.120	40
120.600	36
120.600	48
120.600	79
122.090	67
122.830	60
123.190	64
123.560	67
123.920	64
124.280	72
124.640	60
124.640	71
125.010	83
125.740	67
126.110	64
126.480	67
126.830	64
127.170	55
127.180	59
127.530	64
127.910	67
128.270	64
128.640	67
128.640	72
128.990	76
129.000	64
129.000	71
129.690	64
130.070	78
131.140	64
131.510	47
131.510	59
131.840	64
132.210	66
132.580	64
132.920	76
133.300	64
133.660	75
134.360	83
134.370	47
134.740	51
135.090	54
135.450	63
135.450	71
135.790	47
135.790	69
136.520	78
136.890	51
137.250	57
137.980	67
137.980	71
138.690	76
139.050	64
139.410	67
139.750	64
140.090	69
140.100	66
140.470	63
140.810	75
140.940	75
141.180	63
141.550	66
141.550	72
141.900	71
142.250	67
142.250	71
142.610	64
142.960	76
143.310	64
143.670	67
144.030	64
144.370	66
144.370	69
144.740	63
145.090	75
145.440	63
145.800	66
145.800	72
146.130	63
146.130	71
146.360	51
146.500	41
146.500	67
146.870	64
147.190	76
147.560	64
147.930	67
148.270	64
148.620	66
148.620	69
148.960	63
149.330	75
149.660	63
150.010	72
150.030	66
150.360	63
150.360	71
150.710	67
150.710	71
151.080	64
151.430	76
151.750	64
152.130	67
152.470	64
152.840	66
152.840	69
153.210	63
153.550	75
153.900	63
154.250	72
154.260	66
154.600	63
154.600	71
156.380	67
157.080	72
157.780	75
159.190	67
159.190	71
159.890	76
160.260	64
160.600	67
160.960	64
161.320	66
161.320	72
161.650	63
162.020	75
162.720	66
163.080	63
163.430	48
163.430	67
163.440	36
163.780	48
164.130	76
164.840	48
164.840	67
165.910	63
166.960	66
169.410	64
170.120	63
171.540	60
173.660	52
174.010	52
174.380	63
175.780	63
176.130	48
176.130	51
176.130	67
176.250	48
176.480	52
176.490	64
176.830	52
176.830	76
177.200	52
177.870	64
178.250	40
178.250	72
178.610	63
180.040	63
180.380	72
180.390	36
181.420	52
181.430	48
181.790	48
182.130	48
182.140	52
182.480	54
182.490	48
182.490	60
183.660	60
183.770	48
183.980	48
184.260	63
184.340	48
184.470	48
190.240	52
190.960	52
190.980	48
192.380	48
195.540	52
195.560	48
196.250	52
196.940	52
198.860	52
199.080	52
199.430	52
199.770	52
200.130	52
201.570	48
205.070	63
205.260	63
205.940	63
207.560	52
208.290	63
209.710	63
210.090	63
210.210	63
210.350	63
210.420	63
210.570	63
210.800	63
211.010	63
212.350	63
214.240	52
214.250	48
214.320	48
214.320	52
214.840	52
215.470	52
221.240	63
222.230	63
222.520	63
222.700	63
223.080	63
226.120	63
226.370	63
226.660	63
227.350	63
227.690	63
228.330	63
229.130	63
231.140	52
231.240	63
231.330	52
231.890	52
232.010	52
235.550	52
237.030	52
238.900	63
240.210	63
244.290	52
244.670	52
244.670	76
245.020	52
245.420	67
245.790	64
246.190	67
246.190	71
246.560	48
246.560	64
246.970	76
247.340	64
247.740	48
247.740	67
248.100	64
248.500	71
248.860	64
249.270	76
249.670	64
250.040	67
250.430	64
250.870	67
250.870	71
251.300	64
251.750	76
252.170	64
252.680	64
252.680	66
