-0.5000000000, 55.0000000000, 57.0000000000, 0.3750000000, 8.0000000000
-0.1250000000, 55.0000000000, 57.0000000000, 0.1250000000, 8.0000000000
0.0000000000, 48.0000000000, 53.0000000000, 0.5000000000, 0.0000000000
0.0000000000, 48.0000000000, 53.0000000000, 1.0000000000, 5.0000000000
0.0000000000, 51.0000000000, 55.0000000000, 1.0000000000, 6.0000000000
0.0000000000, 55.0000000000, 57.0000000000, 1.0000000000, 7.0000000000
0.0000000000, 55.0000000000, 57.0000000000, 1.0000000000, 8.0000000000
1.0000000000, 60.0000000000, 60.0000000000, 0.3750000000, 8.0000000000
1.3750000000, 59.0000000000, 59.0000000000, 0.1250000000, 8.0000000000
1.5000000000, 60.0000000000, 60.0000000000, 0.3750000000, 8.0000000000
1.8750000000, 62.0000000000, 61.0000000000, 0.1250000000, 8.0000000000
2.0000000000, 48.0000000000, 53.0000000000, 0.5000000000, 0.0000000000
2.0000000000, 48.0000000000, 53.0000000000, 1.0000000000, 5.0000000000
2.0000000000, 51.0000000000, 55.0000000000, 1.0000000000, 6.0000000000
2.0000000000, 55.0000000000, 57.0000000000, 1.0000000000, 7.0000000000
2.0000000000, 63.0000000000, 62.0000000000, 1.0000000000, 8.0000000000
3.0000000000, 60.0000000000, 60.0000000000, 0.5000000000, 8.0000000000
4.0000000000, 48.0000000000, 53.0000000000, 0.5000000000, 0.0000000000
4.0000000000, 48.0000000000, 53.0000000000, 1.0000000000, 5.0000000000
4.0000000000, 51.0000000000, 55.0000000000, 1.0000000000, 6.0000000000
4.0000000000, 55.0000000000, 57.0000000000, 1.0000000000, 7.0000000000
4.0000000000, 67.0000000000, 64.0000000000, 1.0000000000, 8.0000000000
4.7500000000, 48.0000000000, 53.0000000000, 0.1250000000, 0.0000000000
4.8750000000, 50.0000000000, 54.0000000000, 0.1250000000, 0.0000000000
5.0000000000, 48.0000000000, 53.0000000000, 1.0000000000, 5.0000000000
5.0000000000, 51.0000000000, 55.0000000000, 0.5000000000, 0.0000000000
5.0000000000, 51.0000000000, 55.0000000000, 1.0000000000, 6.0000000000
5.0000000000, 55.0000000000, 57.0000000000, 1.0000000000, 7.0000000000
5.0000000000, 65.0000000000, 63.0000000000, 0.1250000000, 8.0000000000
5.1250000000, 63.0000000000, 62.0000000000, 0.3750000000, 8.0000000000
5.5000000000, 62.0000000000, 61.0000000000, 0.1250000000, 8.0000000000
5.6250000000, 60.0000000000, 60.0000000000, 0.3750000000, 8.0000000000
5.7500000000, 39.0000000000, 48.0000000000, 0.1250000000, 0.0000000000
5.8750000000, 41.0000000000, 49.0000000000, 0.1250000000, 0.0000000000
6.0000000000, 43.0000000000, 50.0000000000, 1.5000000000, 0.0000000000
6.0000000000, 48.0000000000, 53.0000000000, 1.0000000000, 5.0000000000
6.0000000000, 51.0000000000, 55.0000000000, 1.0000000000, 6.0000000000
6.0000000000, 55.0000000000, 57.0000000000, 0.5000000000, 7.0000000000
6.0000000000, 63.0000000000, 62.0000000000, 1.0000000000, 8.0000000000
6.5000000000, 66.0000000000, 63.0000000000, 0.5000000000, 7.0000000000
7.0000000000, 47.0000000000, 52.0000000000, 0.5000000000, 5.0000000000
7.0000000000, 50.0000000000, 54.0000000000, 0.5000000000, 6.0000000000
7.0000000000, 62.0000000000, 61.0000000000, 0.5000000000, 8.0000000000
7.0000000000, 67.0000000000, 64.0000000000, 0.5000000000, 7.0000000000
7.7500000000, 41.0000000000, 49.0000000000, 0.1250000000, 0.0000000000
7.8750000000, 43.0000000000, 50.0000000000, 0.1250000000, 0.0000000000
8.0000000000, 44.0000000000, 51.0000000000, 1.0000000000, 0.0000000000
8.0000000000, 47.0000000000, 52.0000000000, 1.0000000000, 5.0000000000
8.0000000000, 53.0000000000, 56.0000000000, 1.0000000000, 6.0000000000
