ontime, MNN, MPN, duration, channel
0.00, 56.00, 58.00, 3.00, 1.00
3.00, 56.00, 58.00, 3.00, 1.00
6.00, 56.00, 58.00, 1.00, 1.00
7.00, 56.00, 58.00, 2.00, 1.00
9.00, 56.00, 58.00, 1.00, 1.00
10.00, 56.00, 58.00, 2.00, 1.00
12.00, 56.00, 58.00, 1.00, 1.00
13.00, 53.00, 56.00, 0.50, 1.00
13.50, 54.00, 57.00, 0.50, 1.00
14.00, 56.00, 58.00, 0.50, 1.00
14.50, 58.00, 59.00, 0.50, 1.00
15.00, 56.00, 58.00, 1.00, 1.00
16.00, 53.00, 56.00, 0.50, 1.00
16.50, 54.00, 57.00, 0.50, 1.00
17.00, 56.00, 58.00, 0.50, 1.00
17.50, 58.00, 59.00, 0.50, 1.00
18.00, 56.00, 58.00, 0.33, 1.00
18.33, 58.00, 59.00, 0.33, 1.00
18.67, 56.00, 58.00, 0.33, 1.00
19.00, 53.00, 56.00, 0.50, 1.00
19.50, 54.00, 57.00, 0.50, 1.00
20.00, 56.00, 58.00, 0.50, 1.00
20.50, 58.00, 59.00, 0.50, 1.00
21.00, 56.00, 58.00, 0.50, 0.00
21.50, 61.00, 61.00, 0.50, 0.00
22.00, 63.00, 62.00, 0.50, 0.00
22.50, 66.00, 64.00, 0.50, 0.00
23.00, 65.00, 63.00, 0.50, 0.00
23.50, 63.00, 62.00, 0.50, 0.00
24.00, 25.00, 40.00, 0.50, 1.00
24.00, 37.00, 47.00, 0.50, 1.00
24.00, 61.00, 61.00, 0.50, 0.00
24.00, 65.00, 63.00, 0.50, 0.00
24.75, 61.00, 61.00, 0.25, 1.00
24.75, 63.00, 62.00, 0.25, 0.00
24.75, 66.00, 64.00, 0.25, 0.00
25.00, 53.00, 56.00, 1.00, 1.00
25.00, 64.00, 62.00, 1.00, 0.00
25.00, 67.00, 64.00, 1.00, 0.00
26.00, 44.00, 51.00, 1.00, 1.00
26.00, 65.00, 63.00, 1.00, 0.00
26.00, 68.00, 65.00, 1.00, 0.00
27.00, 37.00, 47.00, 0.50, 1.00
27.00, 66.00, 64.00, 0.50, 0.00
27.00, 70.00, 66.00, 0.50, 0.00
27.75, 61.00, 61.00, 0.25, 1.00
27.75, 65.00, 63.00, 0.25, 0.00
27.75, 68.00, 65.00, 0.25, 0.00
28.00, 53.00, 56.00, 1.00, 1.00
28.00, 73.00, 68.00, 2.00, 0.00
28.00, 77.00, 70.00, 2.00, 0.00
29.00, 44.00, 51.00, 1.00, 1.00
30.00, 30.00, 43.00, 0.50, 1.00
30.00, 72.00, 67.00, 0.50, 0.00
30.00, 75.00, 69.00, 0.50, 0.00
30.75, 58.00, 59.00, 0.25, 1.00
30.75, 70.00, 66.00, 0.25, 0.00
30.75, 73.00, 68.00, 0.25, 0.00
31.00, 49.00, 54.00, 1.00, 1.00
31.00, 66.00, 64.00, 1.00, 0.00
31.00, 70.00, 66.00, 1.00, 0.00
32.00, 42.00, 50.00, 1.00, 1.00
32.00, 58.00, 59.00, 1.00, 0.00
32.00, 66.00, 64.00, 1.00, 0.00
33.00, 37.00, 47.00, 0.50, 1.00
33.00, 56.00, 58.00, 0.50, 0.00
33.00, 65.00, 63.00, 0.50, 0.00
33.75, 61.00, 61.00, 0.25, 1.00
33.75, 66.00, 64.00, 0.25, 0.00
33.75, 70.00, 66.00, 0.25, 0.00
34.00, 53.00, 56.00, 1.00, 1.00
34.00, 65.00, 63.00, 2.00, 0.00
34.00, 68.00, 65.00, 2.00, 0.00
35.00, 44.00, 51.00, 1.00, 1.00
36.00, 30.00, 43.00, 0.50, 1.00
36.00, 72.00, 67.00, 0.50, 0.00
36.00, 75.00, 69.00, 0.50, 0.00
36.75, 57.00, 59.00, 0.25, 1.00
36.75, 69.00, 66.00, 0.25, 0.00
36.75, 73.00, 68.00, 0.25, 0.00
37.00, 49.00, 54.00, 1.00, 1.00
37.00, 66.00, 64.00, 1.00, 0.00
37.00, 69.00, 66.00, 1.00, 0.00
38.00, 42.00, 50.00, 1.00, 1.00
38.00, 57.00, 59.00, 1.00, 0.00
38.00, 66.00, 64.00, 1.00, 0.00
39.00, 37.00, 47.00, 0.50, 1.00
39.00, 56.00, 58.00, 0.50, 0.00
39.00, 65.00, 63.00, 0.50, 0.00
39.75, 61.00, 61.00, 0.25, 1.00
39.75, 66.00, 64.00, 0.25, 0.00
39.75, 69.00, 66.00, 0.25, 0.00
40.00, 53.00, 56.00, 1.00, 1.00
40.00, 65.00, 63.00, 2.00, 0.00
40.00, 68.00, 65.00, 2.00, 0.00
41.00, 44.00, 51.00, 1.00, 1.00
42.00, 25.00, 40.00, 0.50, 1.00
42.00, 37.00, 47.00, 0.50, 1.00
42.00, 56.00, 58.00, 0.50, 0.00
42.00, 65.00, 63.00, 0.50, 0.00
42.75, 61.00, 61.00, 0.25, 1.00
42.75, 66.00, 64.00, 0.25, 0.00
42.75, 70.00, 66.00, 0.25, 0.00
43.00, 53.00, 56.00, 1.00, 1.00
43.00, 65.00, 63.00, 2.00, 0.00
43.00, 68.00, 65.00, 2.00, 0.00
44.00, 44.00, 51.00, 1.00, 1.00
45.00, 37.00, 47.00, 0.50, 1.00
45.00, 56.00, 58.00, 0.50, 0.00
45.00, 65.00, 63.00, 0.50, 0.00
45.75, 61.00, 61.00, 0.25, 1.00
45.75, 66.00, 64.00, 0.25, 0.00
45.75, 69.00, 66.00, 0.25, 0.00
46.00, 53.00, 56.00, 1.00, 1.00
46.00, 65.00, 63.00, 2.00, 0.00
46.00, 68.00, 65.00, 2.00, 0.00
47.00, 44.00, 51.00, 1.00, 1.00
48.00, 32.00, 44.00, 0.50, 1.00
48.00, 66.00, 64.00, 0.50, 0.00
48.00, 70.00, 66.00, 0.50, 0.00
48.75, 60.00, 60.00, 0.25, 1.00
48.75, 68.00, 65.00, 0.25, 0.00
48.75, 72.00, 67.00, 0.25, 0.00
49.00, 54.00, 57.00, 1.00, 1.00
49.00, 70.00, 66.00, 1.00, 0.00
49.00, 73.00, 68.00, 1.00, 0.00
50.00, 44.00, 51.00, 1.00, 1.00
50.00, 72.00, 67.00, 1.00, 0.00
50.00, 75.00, 69.00, 1.00, 0.00
51.00, 37.00, 47.00, 0.50, 1.00
51.00, 73.00, 68.00, 0.50, 0.00
51.00, 77.00, 70.00, 0.50, 0.00
