ontime, MNN, MPN, duration, channel
140.00, 56.00, 57.00, 1.00, 1.00
140.00, 62.00, 61.00, 1.00, 1.00
140.00, 74.00, 68.00, 1.00, 0.00
141.00, 45.00, 51.00, 1.00, 1.00
141.00, 73.00, 67.00, 1.00, 0.00
142.00, 57.00, 58.00, 1.00, 1.00
142.00, 61.00, 60.00, 1.00, 1.00
142.00, 69.00, 65.00, 1.00, 0.00
143.00, 47.00, 52.00, 1.00, 1.00
143.00, 54.00, 56.00, 1.00, 1.00
143.00, 59.00, 59.00, 1.00, 1.00
143.00, 62.00, 61.00, 1.00, 0.00
143.00, 66.00, 63.00, 1.00, 0.00
144.00, 49.00, 53.00, 1.00, 1.00
144.00, 56.00, 57.00, 1.00, 1.00
144.00, 59.00, 59.00, 1.00, 1.00
144.00, 62.00, 61.00, 1.00, 0.00
144.00, 65.00, 62.00, 0.50, 0.00
144.50, 66.00, 63.00, 0.50, 0.00
145.00, 49.00, 53.00, 1.00, 1.00
145.00, 54.00, 56.00, 1.00, 1.00
145.00, 59.00, 59.00, 1.00, 1.00
145.00, 62.00, 61.00, 1.00, 0.00
145.00, 68.00, 64.00, 1.00, 0.00
146.00, 49.00, 53.00, 1.00, 1.00
146.00, 53.00, 55.00, 1.00, 1.00
146.00, 59.00, 59.00, 1.00, 1.00
146.00, 61.00, 60.00, 1.00, 0.00
146.00, 69.00, 65.00, 0.50, 0.00
146.50, 68.00, 64.00, 0.50, 0.00
147.00, 42.00, 49.00, 1.00, 1.00
147.00, 61.00, 60.00, 1.00, 0.00
147.00, 66.00, 63.00, 0.50, 0.00
147.50, 68.00, 64.00, 0.50, 0.00
148.00, 54.00, 56.00, 1.00, 1.00
148.00, 57.00, 58.00, 1.00, 1.00
148.00, 61.00, 60.00, 1.00, 0.00
148.00, 69.00, 65.00, 1.00, 0.00
149.00, 53.00, 56.00, 1.00, 1.00
149.00, 57.00, 58.00, 1.00, 1.00
149.00, 63.00, 61.00, 1.00, 0.00
