ontime, MNN, MPN, duration, channel
-1.25, 64.00, 62.00, 0.25, 0.00
-1.00, 69.00, 65.00, 0.75, 0.00
-0.25, 72.00, 67.00, 0.25, 0.00
0.00, 33.00, 44.00, 1.00, 1.00
0.00, 76.00, 69.00, 0.75, 0.00
0.75, 76.00, 69.00, 0.25, 0.00
1.00, 52.00, 55.00, 1.00, 1.00
1.00, 60.00, 60.00, 1.00, 1.00
1.00, 72.00, 67.00, 1.00, 0.00
2.00, 52.00, 55.00, 1.00, 1.00
2.00, 59.00, 59.00, 1.00, 1.00
2.00, 75.00, 68.00, 1.00, 0.00
3.00, 45.00, 51.00, 1.00, 1.00
3.00, 76.00, 69.00, 0.75, 0.00
3.75, 76.00, 69.00, 0.25, 0.00
4.00, 52.00, 55.00, 1.00, 1.00
4.00, 60.00, 60.00, 1.00, 1.00
4.00, 69.00, 65.00, 1.00, 0.00
5.00, 52.00, 55.00, 1.00, 1.00
5.00, 60.00, 60.00, 1.00, 1.00
5.00, 72.00, 67.00, 1.00, 0.00
6.00, 45.00, 51.00, 1.00, 1.00
6.00, 71.00, 66.00, 0.75, 0.00
6.75, 71.00, 66.00, 0.25, 0.00
7.00, 52.00, 55.00, 1.00, 1.00
7.00, 62.00, 61.00, 1.00, 1.00
7.00, 66.00, 63.00, 1.00, 0.00
8.00, 52.00, 55.00, 1.00, 1.00
8.00, 62.00, 61.00, 1.00, 1.00
8.00, 68.00, 64.00, 1.00, 0.00
9.00, 45.00, 51.00, 1.00, 1.00
9.00, 69.00, 65.00, 0.50, 0.00
9.75, 64.00, 62.00, 0.25, 0.00
10.00, 52.00, 55.00, 1.00, 1.00
10.00, 60.00, 60.00, 1.00, 1.00
10.00, 69.00, 65.00, 0.50, 0.00
10.75, 64.00, 62.00, 0.25, 0.00
11.00, 52.00, 55.00, 1.00, 1.00
11.00, 60.00, 60.00, 1.00, 1.00
11.00, 69.00, 65.00, 0.50, 0.00
11.75, 72.00, 67.00, 0.25, 0.00
12.00, 45.00, 51.00, 1.00, 1.00
12.00, 76.00, 69.00, 0.50, 0.00
12.75, 76.00, 69.00, 0.25, 0.00
13.00, 52.00, 55.00, 1.00, 1.00
13.00, 60.00, 60.00, 1.00, 1.00
13.00, 72.00, 67.00, 1.00, 0.00
14.00, 52.00, 55.00, 1.00, 1.00
14.00, 59.00, 59.00, 1.00, 1.00
14.00, 75.00, 68.00, 1.00, 0.00
15.00, 45.00, 51.00, 1.00, 1.00
15.00, 76.00, 69.00, 0.75, 0.00
15.75, 76.00, 69.00, 0.25, 0.00
16.00, 52.00, 55.00, 1.00, 1.00
16.00, 60.00, 60.00, 1.00, 1.00
16.00, 69.00, 65.00, 1.00, 0.00
17.00, 52.00, 55.00, 1.00, 1.00
17.00, 60.00, 60.00, 1.00, 1.00
17.00, 72.00, 67.00, 1.00, 0.00
18.00, 45.00, 51.00, 1.00, 1.00
18.00, 71.00, 66.00, 0.75, 0.00
18.75, 71.00, 66.00, 0.25, 0.00
19.00, 52.00, 55.00, 1.00, 1.00
19.00, 62.00, 61.00, 1.00, 1.00
19.00, 66.00, 63.00, 1.00, 0.00
20.00, 52.00, 55.00, 1.00, 1.00
20.00, 62.00, 61.00, 1.00, 1.00
20.00, 68.00, 64.00, 1.00, 0.00
21.00, 45.00, 51.00, 1.00, 1.00
21.00, 81.00, 72.00, 1.00, 0.00
22.00, 52.00, 55.00, 1.00, 1.00
22.00, 60.00, 60.00, 1.00, 1.00
22.75, 64.00, 62.00, 0.25, 0.00
23.00, 69.00, 65.00, 0.75, 0.00
23.75, 72.00, 67.00, 0.25, 0.00
24.00, 33.00, 44.00, 1.00, 1.00
24.00, 76.00, 69.00, 0.75, 0.00
24.75, 76.00, 69.00, 0.25, 0.00
25.00, 52.00, 55.00, 1.00, 1.00
25.00, 60.00, 60.00, 1.00, 1.00
25.00, 72.00, 67.00, 1.00, 0.00
26.00, 52.00, 55.00, 1.00, 1.00
26.00, 59.00, 59.00, 1.00, 1.00
26.00, 75.00, 68.00, 1.00, 0.00
27.00, 45.00, 51.00, 1.00, 1.00
27.00, 76.00, 69.00, 0.75, 0.00
27.75, 76.00, 69.00, 0.25, 0.00
28.00, 52.00, 55.00, 1.00, 1.00
28.00, 60.00, 60.00, 1.00, 1.00
28.00, 69.00, 65.00, 1.00, 0.00
29.00, 52.00, 55.00, 1.00, 1.00
29.00, 60.00, 60.00, 1.00, 1.00
29.00, 72.00, 67.00, 1.00, 0.00
30.00, 45.00, 51.00, 1.00, 1.00
30.00, 71.00, 66.00, 0.75, 0.00
30.75, 71.00, 66.00, 0.25, 0.00
31.00, 52.00, 55.00, 1.00, 1.00
31.00, 62.00, 61.00, 1.00, 1.00
31.00, 66.00, 63.00, 1.00, 0.00
32.00, 52.00, 55.00, 1.00, 1.00
32.00, 62.00, 61.00, 1.00, 1.00
32.00, 68.00, 64.00, 1.00, 0.00
33.00, 45.00, 51.00, 1.00, 1.00
33.00, 69.00, 65.00, 0.50, 0.00
33.75, 64.00, 62.00, 0.25, 0.00
34.00, 52.00, 55.00, 1.00, 1.00
34.00, 60.00, 60.00, 1.00, 1.00
34.00, 69.00, 65.00, 0.50, 0.00
34.75, 64.00, 62.00, 0.25, 0.00
35.00, 52.00, 55.00, 1.00, 1.00
35.00, 60.00, 60.00, 1.00, 1.00
35.00, 69.00, 65.00, 0.50, 0.00
35.75, 72.00, 67.00, 0.25, 0.00
36.00, 45.00, 51.00, 1.00, 1.00
36.00, 76.00, 69.00, 0.50, 0.00
36.75, 76.00, 69.00, 0.25, 0.00
37.00, 52.00, 55.00, 1.00, 1.00
37.00, 60.00, 60.00, 1.00, 1.00
37.00, 72.00, 67.00, 1.00, 0.00
38.00, 52.00, 55.00, 1.00, 1.00
38.00, 59.00, 59.00, 1.00, 1.00
38.00, 75.00, 68.00, 1.00, 0.00
39.00, 45.00, 51.00, 1.00, 1.00
39.00, 76.00, 69.00, 0.75, 0.00
39.75, 76.00, 69.00, 0.25, 0.00
40.00, 52.00, 55.00, 1.00, 1.00
40.00, 60.00, 60.00, 1.00, 1.00
40.00, 69.00, 65.00, 1.00, 0.00
41.00, 52.00, 55.00, 1.00, 1.00
41.00, 60.00, 60.00, 1.00, 1.00
41.00, 72.00, 67.00, 1.00, 0.00
42.00, 45.00, 51.00, 1.00, 1.00
42.00, 71.00, 66.00, 0.75, 0.00
42.75, 71.00, 66.00, 0.25, 0.00
43.00, 52.00, 55.00, 1.00, 1.00
43.00, 62.00, 61.00, 1.00, 1.00
43.00, 66.00, 63.00, 1.00, 0.00
44.00, 52.00, 55.00, 1.00, 1.00
44.00, 62.00, 61.00, 1.00, 1.00
44.00, 68.00, 64.00, 1.00, 0.00
45.00, 57.00, 58.00, 1.00, 1.00
45.00, 60.00, 60.00, 1.00, 1.00
45.00, 81.00, 72.00, 1.00, 0.00
46.75, 67.00, 64.00, 0.25, 0.00
47.00, 72.00, 67.00, 0.75, 0.00
47.75, 76.00, 69.00, 0.25, 0.00
48.00, 48.00, 53.00, 1.00, 1.00
48.00, 79.00, 71.00, 0.75, 0.00
48.75, 79.00, 71.00, 0.25, 0.00
49.00, 55.00, 57.00, 1.00, 1.00
49.00, 64.00, 62.00, 1.00, 1.00
49.00, 76.00, 69.00, 1.00, 0.00
50.00, 55.00, 57.00, 1.00, 1.00
50.00, 63.00, 61.00, 1.00, 1.00
50.00, 78.00, 70.00, 1.00, 0.00
51.00, 48.00, 53.00, 1.00, 1.00
51.00, 79.00, 71.00, 0.75, 0.00
51.75, 79.00, 71.00, 0.25, 0.00
52.00, 55.00, 57.00, 1.00, 1.00
52.00, 64.00, 62.00, 1.00, 1.00
52.00, 76.00, 69.00, 1.00, 0.00
53.00, 55.00, 57.00, 1.00, 1.00
53.00, 63.00, 61.00, 1.00, 1.00
53.00, 78.00, 70.00, 1.00, 0.00
54.00, 48.00, 53.00, 1.00, 1.00
54.00, 79.00, 71.00, 0.50, 0.00
54.75, 79.00, 71.00, 0.25, 0.00
55.00, 55.00, 57.00, 1.00, 1.00
55.00, 64.00, 62.00, 1.00, 1.00
55.00, 72.00, 67.00, 1.00, 0.00
56.00, 55.00, 57.00, 1.00, 1.00
56.00, 65.00, 63.00, 1.00, 1.00
56.00, 74.00, 68.00, 1.00, 0.00
57.00, 48.00, 53.00, 1.00, 1.00
57.00, 76.00, 69.00, 3.00, 0.00
58.00, 55.00, 57.00, 1.00, 1.00
58.00, 64.00, 62.00, 1.00, 1.00
59.00, 52.00, 55.00, 1.00, 1.00
59.00, 56.00, 57.00, 1.00, 1.00
59.00, 62.00, 61.00, 1.00, 1.00
60.00, 33.00, 44.00, 1.00, 1.00
60.00, 76.00, 69.00, 0.75, 0.00
60.75, 76.00, 69.00, 0.25, 0.00
61.00, 52.00, 55.00, 1.00, 1.00
61.00, 60.00, 60.00, 1.00, 1.00
61.00, 72.00, 67.00, 1.00, 0.00
62.00, 52.00, 55.00, 1.00, 1.00
62.00, 59.00, 59.00, 1.00, 1.00
62.00, 75.00, 68.00, 1.00, 0.00
63.00, 45.00, 51.00, 1.00, 1.00
63.00, 76.00, 69.00, 0.75, 0.00
63.75, 76.00, 69.00, 0.25, 0.00
64.00, 52.00, 55.00, 1.00, 1.00
64.00, 60.00, 60.00, 1.00, 1.00
64.00, 69.00, 65.00, 1.00, 0.00
65.00, 52.00, 55.00, 1.00, 1.00
65.00, 60.00, 60.00, 1.00, 1.00
65.00, 72.00, 67.00, 1.00, 0.00
66.00, 45.00, 51.00, 1.00, 1.00
66.00, 71.00, 66.00, 0.75, 0.00
66.75, 71.00, 66.00, 0.25, 0.00
67.00, 52.00, 55.00, 1.00, 1.00
67.00, 62.00, 61.00, 1.00, 1.00
67.00, 66.00, 63.00, 1.00, 0.00
68.00, 52.00, 55.00, 1.00, 1.00
68.00, 62.00, 61.00, 1.00, 1.00
68.00, 68.00, 64.00, 1.00, 0.00
69.00, 45.00, 51.00, 1.00, 1.00
69.00, 69.00, 65.00, 0.50, 0.00
69.75, 64.00, 62.00, 0.25, 0.00
70.00, 52.00, 55.00, 1.00, 1.00
70.00, 60.00, 60.00, 1.00, 1.00
70.00, 69.00, 65.00, 0.50, 0.00
70.75, 64.00, 62.00, 0.25, 0.00
71.00, 52.00, 55.00, 1.00, 1.00
71.00, 60.00, 60.00, 1.00, 1.00
71.00, 69.00, 65.00, 0.50, 0.00
71.75, 72.00, 67.00, 0.25, 0.00
72.00, 45.00, 51.00, 1.00, 1.00
72.00, 76.00, 69.00, 0.50, 0.00
72.75, 76.00, 69.00, 0.25, 0.00
73.00, 52.00, 55.00, 1.00, 1.00
73.00, 60.00, 60.00, 1.00, 1.00
73.00, 72.00, 67.00, 1.00, 0.00
74.00, 52.00, 55.00, 1.00, 1.00
74.00, 59.00, 59.00, 1.00, 1.00
74.00, 75.00, 68.00, 1.00, 0.00
75.00, 45.00, 51.00, 1.00, 1.00
75.00, 76.00, 69.00, 0.75, 0.00
75.75, 76.00, 69.00, 0.25, 0.00
76.00, 52.00, 55.00, 1.00, 1.00
76.00, 60.00, 60.00, 1.00, 1.00
76.00, 69.00, 65.00, 1.00, 0.00
77.00, 52.00, 55.00, 1.00, 1.00
77.00, 60.00, 60.00, 1.00, 1.00
77.00, 72.00, 67.00, 1.00, 0.00
78.00, 45.00, 51.00, 1.00, 1.00
78.00, 71.00, 66.00, 0.75, 0.00
78.75, 71.00, 66.00, 0.25, 0.00
79.00, 52.00, 55.00, 1.00, 1.00
79.00, 62.00, 61.00, 1.00, 1.00
79.00, 66.00, 63.00, 1.00, 0.00
80.00, 52.00, 55.00, 1.00, 1.00
80.00, 62.00, 61.00, 1.00, 1.00
80.00, 68.00, 64.00, 1.00, 0.00
81.00, 45.00, 51.00, 1.00, 1.00
81.00, 81.00, 72.00, 1.00, 0.00
82.00, 52.00, 55.00, 0.50, 1.00
82.00, 60.00, 60.00, 0.50, 1.00
82.75, 67.00, 64.00, 0.25, 0.00
83.00, 72.00, 67.00, 0.75, 0.00
83.75, 76.00, 69.00, 0.25, 0.00
84.00, 48.00, 53.00, 1.00, 1.00
84.00, 79.00, 71.00, 0.75, 0.00
84.75, 79.00, 71.00, 0.25, 0.00
85.00, 55.00, 57.00, 1.00, 1.00
85.00, 64.00, 62.00, 1.00, 1.00
85.00, 76.00, 69.00, 1.00, 0.00
86.00, 55.00, 57.00, 1.00, 1.00
86.00, 63.00, 61.00, 1.00, 1.00
86.00, 78.00, 70.00, 1.00, 0.00
87.00, 48.00, 53.00, 1.00, 1.00
87.00, 79.00, 71.00, 0.75, 0.00
87.75, 79.00, 71.00, 0.25, 0.00
88.00, 55.00, 57.00, 1.00, 1.00
