ontime, MNN, MPN, duration, channel
8.50, 69.00, 65.00, 0.50, 0.00
9.00, 51.00, 55.00, 1.00, 1.00
9.00, 61.00, 61.00, 1.00, 1.00
9.00, 63.00, 62.00, 1.00, 1.00
9.00, 70.00, 66.00, 0.50, 0.00
9.50, 73.00, 68.00, 0.50, 0.00
10.00, 51.00, 55.00, 1.00, 1.00
10.00, 61.00, 61.00, 1.00, 1.00
10.00, 63.00, 62.00, 1.00, 1.00
10.00, 65.00, 63.00, 0.50, 0.00
10.50, 67.00, 64.00, 0.50, 0.00
11.00, 56.00, 58.00, 1.00, 1.00
11.00, 60.00, 60.00, 1.00, 1.00
11.00, 63.00, 62.00, 1.00, 1.00
11.00, 68.00, 65.00, 1.33, 0.00
12.00, 56.00, 58.00, 1.00, 1.00
12.00, 60.00, 60.00, 1.00, 1.00
12.00, 63.00, 62.00, 1.00, 1.00
12.33, 70.00, 66.00, 0.33, 0.00
12.67, 68.00, 65.00, 0.33, 0.00
13.00, 56.00, 58.00, 1.00, 1.00
13.00, 61.00, 61.00, 1.00, 1.00
13.00, 64.00, 63.00, 1.00, 1.00
13.00, 67.00, 64.00, 0.50, 0.00
13.50, 68.00, 65.00, 0.50, 0.00
14.00, 56.00, 58.00, 1.00, 1.00
14.00, 61.00, 61.00, 1.00, 1.00
14.00, 64.00, 63.00, 1.00, 1.00
14.00, 70.00, 66.00, 0.50, 0.00
14.50, 72.00, 67.00, 0.50, 0.00
15.00, 55.00, 57.00, 1.00, 1.00
15.00, 58.00, 59.00, 1.00, 1.00
15.00, 64.00, 63.00, 1.00, 1.00
15.00, 73.00, 68.00, 0.33, 0.00
15.33, 75.00, 69.00, 0.33, 0.00
15.67, 73.00, 68.00, 0.33, 0.00
16.00, 56.00, 58.00, 1.00, 1.00
16.00, 60.00, 60.00, 1.00, 1.00
16.00, 63.00, 62.00, 1.00, 1.00
16.00, 72.00, 67.00, 0.50, 0.00
16.50, 73.00, 68.00, 0.50, 0.00
17.00, 55.00, 57.00, 1.00, 1.00
17.00, 58.00, 59.00, 1.00, 1.00
17.00, 63.00, 62.00, 1.00, 1.00
17.00, 74.00, 68.00, 0.50, 0.00
17.50, 75.00, 69.00, 0.50, 0.00
18.00, 53.00, 56.00, 0.50, 1.00
18.00, 56.00, 58.00, 0.50, 1.00
18.00, 61.00, 61.00, 0.50, 1.00
18.00, 65.00, 63.00, 0.50, 1.00
18.00, 80.00, 72.00, 0.50, 0.00
18.75, 73.00, 68.00, 0.25, 0.00
19.00, 51.00, 55.00, 1.00, 1.00
19.00, 56.00, 58.00, 1.00, 1.00
19.00, 63.00, 62.00, 1.00, 1.00
19.00, 72.00, 67.00, 0.50, 0.00
19.50, 75.00, 69.00, 0.50, 0.00
20.00, 51.00, 55.00, 1.00, 1.00
20.00, 60.00, 60.00, 1.00, 1.00
20.00, 63.00, 62.00, 1.00, 1.00
20.00, 68.00, 65.00, 0.50, 0.00
20.50, 69.00, 65.00, 0.50, 0.00
21.00, 51.00, 55.00, 1.00, 1.00
21.00, 61.00, 61.00, 1.00, 1.00
21.00, 63.00, 62.00, 1.00, 1.00
21.00, 70.00, 66.00, 0.50, 0.00
21.50, 73.00, 68.00, 0.50, 0.00
22.00, 51.00, 55.00, 1.00, 1.00
22.00, 61.00, 61.00, 1.00, 1.00
22.00, 63.00, 62.00, 1.00, 1.00
22.00, 65.00, 63.00, 0.50, 0.00
22.50, 67.00, 64.00, 0.50, 0.00
23.00, 56.00, 58.00, 1.00, 1.00
23.00, 60.00, 60.00, 1.00, 1.00
23.00, 63.00, 62.00, 1.00, 1.00
23.00, 68.00, 65.00, 0.50, 0.00
23.75, 71.00, 66.00, 0.25, 0.00
24.00, 48.00, 53.00, 1.00, 1.00
24.00, 72.00, 67.00, 1.00, 0.00
25.00, 55.00, 57.00, 1.00, 1.00
25.00, 60.00, 60.00, 1.00, 1.00
25.00, 64.00, 62.00, 1.00, 1.00
25.00, 84.00, 74.00, 0.50, 0.00
25.75, 82.00, 73.00, 0.25, 0.00
26.00, 53.00, 56.00, 1.00, 1.00
26.00, 60.00, 60.00, 1.00, 1.00
26.00, 65.00, 63.00, 1.00, 1.00
26.00, 80.00, 72.00, 1.50, 0.00
27.00, 55.00, 57.00, 1.00, 1.00
27.00, 59.00, 59.00, 1.00, 1.00
27.00, 65.00, 63.00, 1.00, 1.00
27.50, 79.00, 71.00, 0.50, 0.00
28.00, 55.00, 57.00, 1.00, 1.00
28.00, 59.00, 59.00, 1.00, 1.00
28.00, 65.00, 63.00, 1.00, 1.00
28.00, 80.00, 72.00, 0.50, 0.00
28.50, 79.00, 71.00, 0.50, 0.00
29.00, 55.00, 57.00, 1.00, 1.00
29.00, 59.00, 59.00, 1.00, 1.00
29.00, 65.00, 63.00, 1.00, 1.00
29.00, 74.00, 68.00, 1.00, 0.00
30.00, 56.00, 58.00, 1.00, 1.00
30.00, 60.00, 60.00, 1.00, 1.00
30.00, 63.00, 62.00, 1.00, 1.00
30.00, 72.00, 67.00, 0.50, 0.00
30.50, 72.00, 67.00, 0.50, 0.00
31.00, 55.00, 57.00, 1.00, 1.00
31.00, 60.00, 60.00, 1.00, 1.00
31.00, 64.00, 62.00, 1.00, 1.00
31.00, 84.00, 74.00, 0.50, 0.00
31.75, 82.00, 73.00, 0.25, 0.00
32.00, 53.00, 56.00, 1.00, 1.00
32.00, 60.00, 60.00, 1.00, 1.00
32.00, 65.00, 63.00, 1.00, 1.00
32.00, 80.00, 72.00, 1.50, 0.00
33.00, 55.00, 57.00, 1.00, 1.00
33.00, 59.00, 59.00, 1.00, 1.00
33.00, 65.00, 63.00, 1.00, 1.00
33.50, 79.00, 71.00, 0.50, 0.00
34.00, 55.00, 57.00, 1.00, 1.00
34.00, 59.00, 59.00, 1.00, 1.00
34.00, 65.00, 63.00, 1.00, 1.00
34.00, 80.00, 72.00, 0.50, 0.00
34.75, 79.00, 71.00, 0.25, 0.00
35.00, 55.00, 57.00, 1.00, 1.00
35.00, 59.00, 59.00, 1.00, 1.00
35.00, 65.00, 63.00, 1.00, 1.00
35.00, 74.00, 68.00, 1.00, 0.00
36.00, 56.00, 58.00, 1.00, 1.00
36.00, 60.00, 60.00, 1.00, 1.00
36.00, 63.00, 62.00, 1.00, 1.00
36.00, 72.00, 67.00, 1.00, 0.00
37.00, 53.00, 56.00, 1.00, 1.00
37.00, 56.00, 58.00, 1.00, 1.00
37.00, 61.00, 61.00, 1.00, 1.00
37.00, 73.00, 68.00, 0.75, 0.00
37.75, 77.00, 70.00, 0.25, 0.00
38.00, 53.00, 56.00, 1.00, 1.00
38.00, 56.00, 58.00, 1.00, 1.00
38.00, 62.00, 61.00, 1.00, 1.00
38.00, 72.00, 67.00, 1.00, 0.00
39.00, 55.00, 57.00, 1.00, 1.00
39.00, 62.00, 61.00, 1.00, 1.00
39.00, 65.00, 63.00, 1.00, 1.00
39.00, 71.00, 66.00, 0.50, 0.00
39.75, 67.00, 64.00, 0.25, 0.00
40.00, 55.00, 57.00, 1.00, 1.00
40.00, 62.00, 61.00, 1.00, 1.00
40.00, 65.00, 63.00, 1.00, 1.00
40.00, 71.00, 66.00, 0.50, 0.00
40.50, 74.00, 68.00, 0.50, 0.00
41.00, 60.00, 60.00, 1.00, 1.00
41.00, 63.00, 62.00, 1.00, 1.00
41.00, 72.00, 67.00, 2.00, 0.00
42.00, 56.00, 58.00, 1.00, 1.00
42.00, 60.00, 60.00, 1.00, 1.00
42.00, 63.00, 62.00, 1.00, 1.00
43.00, 53.00, 56.00, 1.00, 1.00
43.00, 56.00, 58.00, 1.00, 1.00
43.00, 61.00, 61.00, 1.00, 1.00
43.00, 73.00, 68.00, 0.75, 0.00
43.75, 77.00, 70.00, 0.25, 0.00
44.00, 53.00, 56.00, 1.00, 1.00
44.00, 56.00, 58.00, 1.00, 1.00
44.00, 62.00, 61.00, 2.00, 1.00
44.00, 72.00, 67.00, 2.50, 0.00
45.00, 55.00, 57.00, 1.00, 1.00
45.00, 58.00, 59.00, 1.00, 1.00
46.00, 55.00, 57.00, 1.00, 1.00
46.00, 58.00, 59.00, 1.00, 1.00
46.00, 63.00, 62.00, 1.00, 1.00
46.50, 70.00, 66.00, 0.50, 0.00
47.00, 55.00, 57.00, 1.00, 1.00
47.00, 61.00, 61.00, 1.00, 1.00
47.00, 64.00, 63.00, 1.00, 1.00
47.00, 72.00, 67.00, 0.75, 0.00
47.75, 70.00, 66.00, 0.25, 0.00
48.00, 56.00, 58.00, 1.00, 1.00
48.00, 60.00, 60.00, 1.00, 1.00
48.00, 63.00, 62.00, 1.00, 1.00
48.00, 68.00, 65.00, 0.33, 0.00
48.33, 70.00, 66.00, 0.33, 0.00
48.67, 68.00, 65.00, 0.33, 0.00
49.00, 56.00, 58.00, 1.00, 1.00
49.00, 61.00, 61.00, 1.00, 1.00
49.00, 64.00, 63.00, 1.00, 1.00
49.00, 67.00, 64.00, 0.50, 0.00
49.50, 68.00, 65.00, 0.50, 0.00
50.00, 56.00, 58.00, 1.00, 1.00
50.00, 61.00, 61.00, 1.00, 1.00
50.00, 64.00, 63.00, 1.00, 1.00
50.00, 70.00, 66.00, 0.50, 0.00
50.50, 72.00, 67.00, 0.50, 0.00
51.00, 55.00, 57.00, 1.00, 1.00
51.00, 58.00, 59.00, 1.00, 1.00
51.00, 64.00, 63.00, 1.00, 1.00
51.00, 73.00, 68.00, 0.33, 0.00
51.33, 75.00, 69.00, 0.33, 0.00
51.67, 73.00, 68.00, 0.33, 0.00
52.00, 56.00, 58.00, 1.00, 1.00
52.00, 60.00, 60.00, 1.00, 1.00
52.00, 63.00, 62.00, 1.00, 1.00
52.00, 72.00, 67.00, 0.50, 0.00
52.50, 73.00, 68.00, 0.50, 0.00
53.00, 55.00, 57.00, 1.00, 1.00
53.00, 58.00, 59.00, 1.00, 1.00
53.00, 63.00, 62.00, 1.00, 1.00
53.00, 75.00, 69.00, 1.00, 0.00
54.00, 53.00, 56.00, 0.50, 1.00
54.00, 56.00, 58.00, 0.50, 1.00
54.00, 61.00, 61.00, 0.50, 1.00
54.00, 65.00, 63.00, 0.50, 1.00
54.00, 80.00, 72.00, 0.50, 0.00
54.75, 73.00, 68.00, 0.25, 0.00
55.00, 51.00, 55.00, 1.00, 1.00
55.00, 56.00, 58.00, 1.00, 1.00
55.00, 63.00, 62.00, 1.00, 1.00
55.00, 72.00, 67.00, 0.50, 0.00
55.50, 75.00, 69.00, 0.50, 0.00
56.00, 51.00, 55.00, 1.00, 1.00
56.00, 60.00, 60.00, 1.00, 1.00
56.00, 63.00, 62.00, 1.00, 1.00
56.00, 68.00, 65.00, 0.50, 0.00
56.50, 69.00, 65.00, 0.50, 0.00
57.00, 51.00, 55.00, 1.00, 1.00
57.00, 61.00, 61.00, 1.00, 1.00
57.00, 63.00, 62.00, 1.00, 1.00
57.00, 70.00, 66.00, 0.50, 0.00
57.50, 73.00, 68.00, 0.50, 0.00
58.00, 51.00, 55.00, 1.00, 1.00
58.00, 61.00, 61.00, 1.00, 1.00
58.00, 63.00, 62.00, 1.00, 1.00
58.00, 65.00, 63.00, 0.50, 0.00
58.50, 67.00, 64.00, 0.50, 0.00
59.00, 56.00, 58.00, 1.00, 1.00
59.00, 60.00, 60.00, 1.00, 1.00
59.00, 63.00, 62.00, 1.00, 1.00
59.00, 68.00, 65.00, 1.33, 0.00
60.00, 56.00, 58.00, 1.00, 1.00
60.00, 60.00, 60.00, 1.00, 1.00
60.00, 63.00, 62.00, 1.00, 1.00
60.33, 70.00, 66.00, 0.33, 0.00
60.67, 68.00, 65.00, 0.33, 0.00
61.00, 56.00, 58.00, 1.00, 1.00
61.00, 61.00, 61.00, 1.00, 1.00
61.00, 64.00, 63.00, 1.00, 1.00
61.00, 67.00, 64.00, 0.50, 0.00
61.75, 68.00, 65.00, 0.25, 0.00
62.00, 56.00, 58.00, 1.00, 1.00
62.00, 61.00, 61.00, 1.00, 1.00
62.00, 64.00, 63.00, 1.00, 1.00
62.00, 70.00, 66.00, 0.50, 0.00
62.50, 72.00, 67.00, 0.50, 0.00
63.00, 55.00, 57.00, 1.00, 1.00
63.00, 58.00, 59.00, 1.00, 1.00
63.00, 64.00, 63.00, 1.00, 1.00
63.00, 73.00, 68.00, 0.33, 0.00
63.33, 75.00, 69.00, 0.33, 0.00
63.67, 73.00, 68.00, 0.33, 0.00
64.00, 56.00, 58.00, 1.00, 1.00
64.00, 60.00, 60.00, 1.00, 1.00
64.00, 63.00, 62.00, 1.00, 1.00
64.00, 72.00, 67.00, 0.50, 0.00
64.75, 73.00, 68.00, 0.25, 0.00
65.00, 55.00, 57.00, 1.00, 1.00
65.00, 58.00, 59.00, 1.00, 1.00
65.00, 63.00, 62.00, 1.00, 1.00
65.00, 74.00, 68.00, 0.50, 0.00
65.50, 75.00, 69.00, 0.50, 0.00
66.00, 53.00, 56.00, 0.50, 1.00
66.00, 56.00, 58.00, 0.50, 1.00
66.00, 61.00, 61.00, 0.50, 1.00
66.00, 65.00, 63.00, 0.50, 1.00
66.00, 80.00, 72.00, 0.50, 0.00
66.75, 73.00, 68.00, 0.25, 0.00
67.00, 51.00, 55.00, 1.00, 1.00
67.00, 56.00, 58.00, 1.00, 1.00
67.00, 63.00, 62.00, 1.00, 1.00
67.00, 72.00, 67.00, 0.50, 0.00
67.50, 75.00, 69.00, 0.50, 0.00
68.00, 51.00, 55.00, 1.00, 1.00
68.00, 60.00, 60.00, 1.00, 1.00
68.00, 63.00, 62.00, 1.00, 1.00
68.00, 68.00, 65.00, 0.50, 0.00
68.50, 69.00, 65.00, 0.50, 0.00
69.00, 51.00, 55.00, 1.00, 1.00
69.00, 61.00, 61.00, 1.00, 1.00
69.00, 63.00, 62.00, 1.00, 1.00
69.00, 70.00, 66.00, 0.50, 0.00
69.50, 73.00, 68.00, 0.50, 0.00
70.00, 51.00, 55.00, 1.00, 1.00
70.00, 61.00, 61.00, 1.00, 1.00
70.00, 63.00, 62.00, 1.00, 1.00
70.00, 65.00, 63.00, 0.50, 0.00
70.50, 67.00, 64.00, 0.50, 0.00
71.00, 56.00, 58.00, 1.00, 1.00
71.00, 60.00, 60.00, 1.00, 1.00
71.00, 63.00, 62.00, 1.00, 1.00
71.00, 68.00, 65.00, 1.00, 0.00
72.00, 48.00, 53.00, 1.00, 1.00
72.00, 72.00, 67.00, 1.00, 0.00
73.00, 55.00, 57.00, 1.00, 1.00
73.00, 60.00, 60.00, 1.00, 1.00
73.00, 64.00, 62.00, 1.00, 1.00
73.00, 84.00, 74.00, 0.50, 0.00
73.75, 82.00, 73.00, 0.25, 0.00
74.00, 53.00, 56.00, 1.00, 1.00
74.00, 60.00, 60.00, 1.00, 1.00
74.00, 65.00, 63.00, 1.00, 1.00
74.00, 80.00, 72.00, 1.50, 0.00
75.00, 55.00, 57.00, 1.00, 1.00
75.00, 59.00, 59.00, 1.00, 1.00
75.00, 65.00, 63.00, 1.00, 1.00
75.50, 79.00, 71.00, 0.50, 0.00
76.00, 55.00, 57.00, 1.00, 1.00
76.00, 59.00, 59.00, 1.00, 1.00
76.00, 65.00, 63.00, 1.00, 1.00
76.00, 80.00, 72.00, 0.50, 0.00
76.50, 79.00, 71.00, 0.50, 0.00
77.00, 55.00, 57.00, 1.00, 1.00
77.00, 59.00, 59.00, 1.00, 1.00
77.00, 65.00, 63.00, 1.00, 1.00
77.00, 74.00, 68.00, 1.00, 0.00
78.00, 56.00, 58.00, 1.00, 1.00
78.00, 60.00, 60.00, 1.00, 1.00
78.00, 63.00, 62.00, 1.00, 1.00
78.00, 72.00, 67.00, 0.50, 0.00
78.50, 72.00, 67.00, 0.50, 0.00
79.00, 55.00, 57.00, 1.00, 1.00
79.00, 60.00, 60.00, 1.00, 1.00
79.00, 64.00, 62.00, 1.00, 1.00
79.00, 84.00, 74.00, 0.50, 0.00
79.75, 82.00, 73.00, 0.25, 0.00
80.00, 53.00, 56.00, 1.00, 1.00
80.00, 60.00, 60.00, 1.00, 1.00
80.00, 65.00, 63.00, 1.00, 1.00
80.00, 80.00, 72.00, 1.50, 0.00
81.00, 55.00, 57.00, 1.00, 1.00
81.00, 59.00, 59.00, 1.00, 1.00
81.00, 65.00, 63.00, 1.00, 1.00
81.50, 79.00, 71.00, 0.50, 0.00
82.00, 55.00, 57.00, 1.00, 1.00
82.00, 59.00, 59.00, 1.00, 1.00
82.00, 65.00, 63.00, 1.00, 1.00
82.00, 80.00, 72.00, 0.50, 0.00
82.75, 79.00, 71.00, 0.25, 0.00
83.00, 55.00, 57.00, 1.00, 1.00
83.00, 59.00, 59.00, 1.00, 1.00
83.00, 65.00, 63.00, 1.00, 1.00
83.00, 74.00, 68.00, 1.00, 0.00
84.00, 56.00, 58.00, 1.00, 1.00
84.00, 60.00, 60.00, 1.00, 1.00
84.00, 63.00, 62.00, 1.00, 1.00
84.00, 72.00, 67.00, 1.00, 0.00
85.00, 53.00, 56.00, 1.00, 1.00
85.00, 56.00, 58.00, 1.00, 1.00
85.00, 61.00, 61.00, 1.00, 1.00
85.00, 73.00, 68.00, 0.75, 0.00
85.75, 77.00, 70.00, 0.25, 0.00
86.00, 53.00, 56.00, 1.00, 1.00
86.00, 56.00, 58.00, 1.00, 1.00
86.00, 62.00, 61.00, 1.00, 1.00
86.00, 72.00, 67.00, 1.00, 0.00
87.00, 55.00, 57.00, 1.00, 1.00
87.00, 62.00, 61.00, 1.00, 1.00
87.00, 65.00, 63.00, 1.00, 1.00
87.00, 71.00, 66.00, 0.50, 0.00
87.75, 67.00, 64.00, 0.25, 0.00
88.00, 55.00, 57.00, 1.00, 1.00
88.00, 62.00, 61.00, 1.00, 1.00
88.00, 65.00, 63.00, 1.00, 1.00
88.00, 71.00, 66.00, 0.50, 0.00
88.50, 74.00, 68.00, 0.50, 0.00
89.00, 60.00, 60.00, 1.00, 1.00
89.00, 63.00, 62.00, 1.00, 1.00
89.00, 72.00, 67.00, 2.00, 0.00
90.00, 56.00, 58.00, 1.00, 1.00
90.00, 60.00, 60.00, 1.00, 1.00
90.00, 63.00, 62.00, 1.00, 1.00
91.00, 53.00, 56.00, 1.00, 1.00
91.00, 56.00, 58.00, 1.00, 1.00
91.00, 61.00, 61.00, 1.00, 1.00
91.00, 73.00, 68.00, 0.75, 0.00
91.75, 77.00, 70.00, 0.25, 0.00
92.00, 53.00, 56.00, 1.00, 1.00
92.00, 56.00, 58.00, 1.00, 1.00
92.00, 62.00, 61.00, 2.00, 1.00
92.00, 72.00, 67.00, 2.50, 0.00
93.00, 55.00, 57.00, 1.00, 1.00
93.00, 58.00, 59.00, 1.00, 1.00
94.00, 55.00, 57.00, 1.00, 1.00
94.00, 58.00, 59.00, 1.00, 1.00
94.00, 63.00, 62.00, 1.00, 1.00
94.50, 70.00, 66.00, 0.50, 0.00
95.00, 55.00, 57.00, 1.00, 1.00
95.00, 61.00, 61.00, 1.00, 1.00
95.00, 64.00, 63.00, 1.00, 1.00
95.00, 72.00, 67.00, 0.75, 0.00
95.75, 70.00, 66.00, 0.25, 0.00
96.00, 56.00, 58.00, 1.00, 1.00
96.00, 60.00, 60.00, 1.00, 1.00
96.00, 63.00, 62.00, 1.00, 1.00
96.00, 68.00, 65.00, 0.33, 0.00
96.33, 70.00, 66.00, 0.33, 0.00
96.67, 68.00, 65.00, 0.33, 0.00
97.00, 56.00, 58.00, 1.00, 1.00
97.00, 61.00, 61.00, 1.00, 1.00
97.00, 64.00, 63.00, 1.00, 1.00
97.00, 67.00, 64.00, 0.50, 0.00
97.50, 68.00, 65.00, 0.50, 0.00
98.00, 56.00, 58.00, 1.00, 1.00
98.00, 61.00, 61.00, 1.00, 1.00
98.00, 64.00, 63.00, 1.00, 1.00
98.00, 70.00, 66.00, 0.50, 0.00
98.50, 72.00, 67.00, 0.50, 0.00
99.00, 55.00, 57.00, 1.00, 1.00
99.00, 58.00, 59.00, 1.00, 1.00
99.00, 64.00, 63.00, 1.00, 1.00
99.00, 73.00, 68.00, 0.33, 0.00
99.33, 75.00, 69.00, 0.33, 0.00
99.67, 73.00, 68.00, 0.33, 0.00
100.00, 56.00, 58.00, 1.00, 1.00
100.00, 60.00, 60.00, 1.00, 1.00
100.00, 63.00, 62.00, 1.00, 1.00
100.00, 72.00, 67.00, 0.50, 0.00
100.50, 73.00, 68.00, 0.50, 0.00
101.00, 55.00, 57.00, 1.00, 1.00
101.00, 58.00, 59.00, 1.00, 1.00
101.00, 63.00, 62.00, 1.00, 1.00
101.00, 75.00, 69.00, 1.00, 0.00
102.00, 53.00, 56.00, 0.50, 1.00
102.00, 56.00, 58.00, 0.50, 1.00
102.00, 61.00, 61.00, 0.50, 1.00
102.00, 65.00, 63.00, 0.50, 1.00
102.00, 80.00, 72.00, 0.50, 0.00
102.75, 73.00, 68.00, 0.25, 0.00
103.00, 51.00, 55.00, 1.00, 1.00
103.00, 56.00, 58.00, 1.00, 1.00
103.00, 63.00, 62.00, 1.00, 1.00
103.00, 72.00, 67.00, 0.50, 0.00
103.50, 75.00, 69.00, 0.50, 0.00
104.00, 51.00, 55.00, 1.00, 1.00
104.00, 60.00, 60.00, 1.00, 1.00
104.00, 63.00, 62.00, 1.00, 1.00
104.00, 68.00, 65.00, 0.50, 0.00
104.50, 69.00, 65.00, 0.50, 0.00
105.00, 51.00, 55.00, 1.00, 1.00
105.00, 61.00, 61.00, 1.00, 1.00
105.00, 63.00, 62.00, 1.00, 1.00
105.00, 70.00, 66.00, 0.50, 0.00
105.50, 73.00, 68.00, 0.50, 0.00
106.00, 51.00, 55.00, 1.00, 1.00
106.00, 61.00, 61.00, 1.00, 1.00
106.00, 63.00, 62.00, 1.00, 1.00
106.00, 65.00, 63.00, 0.50, 0.00
106.50, 67.00, 64.00, 0.50, 0.00
107.00, 56.00, 58.00, 1.00, 1.00
107.00, 60.00, 60.00, 1.00, 1.00
107.00, 63.00, 62.00, 1.00, 1.00
107.00, 68.00, 65.00, 1.33, 0.00
108.00, 56.00, 58.00, 1.00, 1.00
108.00, 60.00, 60.00, 1.00, 1.00
108.00, 63.00, 62.00, 1.00, 1.00
108.33, 70.00, 66.00, 0.33, 0.00
108.67, 68.00, 65.00, 0.33, 0.00
109.00, 56.00, 58.00, 1.00, 1.00
109.00, 61.00, 61.00, 1.00, 1.00
109.00, 64.00, 63.00, 1.00, 1.00
109.00, 67.00, 64.00, 0.50, 0.00
109.75, 68.00, 65.00, 0.25, 0.00
110.00, 56.00, 58.00, 1.00, 1.00
110.00, 61.00, 61.00, 1.00, 1.00
110.00, 64.00, 63.00, 1.00, 1.00
110.00, 70.00, 66.00, 0.50, 0.00
110.50, 72.00, 67.00, 0.50, 0.00
111.00, 55.00, 57.00, 1.00, 1.00
111.00, 58.00, 59.00, 1.00, 1.00
111.00, 64.00, 63.00, 1.00, 1.00
111.00, 73.00, 68.00, 0.33, 0.00
111.33, 75.00, 69.00, 0.33, 0.00
111.67, 73.00, 68.00, 0.33, 0.00
112.00, 56.00, 58.00, 1.00, 1.00
112.00, 60.00, 60.00, 1.00, 1.00
112.00, 63.00, 62.00, 1.00, 1.00
112.00, 72.00, 67.00, 0.50, 0.00
112.75, 73.00, 68.00, 0.25, 0.00
113.00, 55.00, 57.00, 1.00, 1.00
113.00, 58.00, 59.00, 1.00, 1.00
113.00, 63.00, 62.00, 1.00, 1.00
113.00, 74.00, 68.00, 0.50, 0.00
113.50, 75.00, 69.00, 0.50, 0.00
114.00, 53.00, 56.00, 0.50, 1.00
114.00, 56.00, 58.00, 0.50, 1.00
114.00, 61.00, 61.00, 0.50, 1.00
114.00, 65.00, 63.00, 0.50, 1.00
114.00, 80.00, 72.00, 0.50, 0.00
114.75, 73.00, 68.00, 0.25, 0.00
115.00, 51.00, 55.00, 1.00, 1.00
115.00, 56.00, 58.00, 1.00, 1.00
115.00, 63.00, 62.00, 1.00, 1.00
115.00, 72.00, 67.00, 0.50, 0.00
115.50, 75.00, 69.00, 0.50, 0.00
116.00, 51.00, 55.00, 1.00, 1.00
116.00, 60.00, 60.00, 1.00, 1.00
116.00, 63.00, 62.00, 1.00, 1.00
116.00, 68.00, 65.00, 0.50, 0.00
116.50, 69.00, 65.00, 0.50, 0.00
117.00, 51.00, 55.00, 1.00, 1.00
117.00, 61.00, 61.00, 1.00, 1.00
117.00, 63.00, 62.00, 1.00, 1.00
117.00, 70.00, 66.00, 0.50, 0.00
117.50, 73.00, 68.00, 0.50, 0.00
118.00, 51.00, 55.00, 1.00, 1.00
118.00, 61.00, 61.00, 1.00, 1.00
118.00, 63.00, 62.00, 1.00, 1.00
118.00, 65.00, 63.00, 0.50, 0.00
118.50, 67.00, 64.00, 0.50, 0.00
119.00, 56.00, 58.00, 1.00, 1.00
119.00, 60.00, 60.00, 1.00, 1.00
119.00, 63.00, 62.00, 1.00, 1.00
119.00, 68.00, 65.00, 1.00, 0.00
120.00, 49.00, 54.00, 1.00, 1.00
120.00, 56.00, 58.00, 1.00, 1.00
120.00, 60.00, 60.00, 1.00, 1.00
120.00, 66.00, 64.00, 1.00, 0.00
120.00, 78.00, 71.00, 0.50, 0.00
120.50, 77.00, 70.00, 0.50, 0.00
121.00, 49.00, 54.00, 1.00, 1.00
121.00, 56.00, 58.00, 1.00, 1.00
121.00, 60.00, 60.00, 1.00, 1.00
121.00, 66.00, 64.00, 1.00, 0.00
121.00, 75.00, 69.00, 0.50, 0.00
121.50, 77.00, 70.00, 0.50, 0.00
122.00, 49.00, 54.00, 1.00, 1.00
