-1.0000000000, 68.0000000000, 65.0000000000, 1.0000000000, 0.0000000000
0.0000000000, 39.0000000000, 48.0000000000, 1.0000000000, 1.0000000000
0.0000000000, 67.0000000000, 64.0000000000, 0.7500000000, 0.0000000000
0.7500000000, 65.0000000000, 63.0000000000, 0.2500000000, 0.0000000000
1.0000000000, 51.0000000000, 55.0000000000, 1.0000000000, 1.0000000000
1.0000000000, 55.0000000000, 57.0000000000, 1.0000000000, 1.0000000000
1.0000000000, 61.0000000000, 61.0000000000, 1.0000000000, 1.0000000000
1.0000000000, 63.0000000000, 62.0000000000, 1.5000000000, 0.0000000000
2.0000000000, 51.0000000000, 55.0000000000, 1.0000000000, 1.0000000000
2.0000000000, 55.0000000000, 57.0000000000, 1.0000000000, 1.0000000000
2.0000000000, 61.0000000000, 61.0000000000, 1.0000000000, 1.0000000000
2.5000000000, 73.0000000000, 68.0000000000, 0.5000000000, 0.0000000000
3.0000000000, 44.0000000000, 51.0000000000, 1.0000000000, 1.0000000000
3.0000000000, 72.0000000000, 67.0000000000, 0.5000000000, 0.0000000000
3.5000000000, 68.0000000000, 65.0000000000, 0.5000000000, 0.0000000000
4.0000000000, 51.0000000000, 55.0000000000, 1.0000000000, 1.0000000000
4.0000000000, 56.0000000000, 58.0000000000, 1.0000000000, 1.0000000000
4.0000000000, 60.0000000000, 60.0000000000, 1.0000000000, 1.0000000000
4.0000000000, 77.0000000000, 70.0000000000, 1.5000000000, 0.0000000000
5.0000000000, 51.0000000000, 55.0000000000, 1.0000000000, 1.0000000000
5.0000000000, 56.0000000000, 58.0000000000, 1.0000000000, 1.0000000000
5.0000000000, 60.0000000000, 60.0000000000, 1.0000000000, 1.0000000000
5.5000000000, 75.0000000000, 69.0000000000, 0.5000000000, 0.0000000000
6.0000000000, 51.0000000000, 55.0000000000, 2.0000000000, 1.0000000000
6.0000000000, 58.0000000000, 59.0000000000, 0.7500000000, 1.0000000000
6.0000000000, 61.0000000000, 61.0000000000, 2.0000000000, 1.0000000000
6.0000000000, 67.0000000000, 64.0000000000, 0.7500000000, 0.0000000000
6.7500000000, 56.0000000000, 58.0000000000, 0.2500000000, 1.0000000000
6.7500000000, 65.0000000000, 63.0000000000, 0.2500000000, 0.0000000000
7.0000000000, 55.0000000000, 57.0000000000, 1.0000000000, 1.0000000000
7.0000000000, 63.0000000000, 62.0000000000, 1.0000000000, 0.0000000000
8.0000000000, 51.0000000000, 55.0000000000, 1.0000000000, 1.0000000000
8.0000000000, 73.0000000000, 68.0000000000, 1.0000000000, 0.0000000000
9.0000000000, 44.0000000000, 51.0000000000, 1.0000000000, 1.0000000000
9.0000000000, 72.0000000000, 67.0000000000, 0.5000000000, 0.0000000000
9.5000000000, 70.0000000000, 66.0000000000, 0.5000000000, 0.0000000000
10.0000000000, 51.0000000000, 55.0000000000, 1.0000000000, 1.0000000000
10.0000000000, 56.0000000000, 58.0000000000, 2.0000000000, 1.0000000000
10.0000000000, 60.0000000000, 60.0000000000, 2.0000000000, 1.0000000000
10.0000000000, 68.0000000000, 65.0000000000, 1.5000000000, 0.0000000000
11.0000000000, 52.0000000000, 55.0000000000, 1.0000000000, 1.0000000000
11.5000000000, 67.0000000000, 64.0000000000, 0.5000000000, 0.0000000000
12.0000000000, 37.0000000000, 47.0000000000, 1.0000000000, 1.0000000000
12.0000000000, 65.0000000000, 63.0000000000, 0.5000000000, 0.0000000000
12.7500000000, 68.0000000000, 65.0000000000, 0.2500000000, 0.0000000000
13.0000000000, 53.0000000000, 56.0000000000, 1.0000000000, 1.0000000000
13.0000000000, 56.0000000000, 58.0000000000, 1.0000000000, 1.0000000000
13.0000000000, 61.0000000000, 61.0000000000, 1.0000000000, 1.0000000000
13.0000000000, 68.0000000000, 65.0000000000, 0.3333333400, 0.0000000000
