ontime, MNN, MPN, duration, channel
0.00, 53.00, 56.00, 0.75, 1.00
0.00, 60.00, 60.00, 0.75, 1.00
0.00, 69.00, 65.00, 0.75, 0.00
0.00, 72.00, 67.00, 0.75, 0.00
0.75, 53.00, 56.00, 0.25, 1.00
0.75, 60.00, 60.00, 0.25, 1.00
0.75, 69.00, 65.00, 0.25, 0.00
0.75, 72.00, 67.00, 0.25, 0.00
1.00, 53.00, 56.00, 1.00, 1.00
1.00, 60.00, 60.00, 1.00, 1.00
1.00, 69.00, 65.00, 1.00, 0.00
1.00, 72.00, 67.00, 1.00, 0.00
2.00, 53.00, 56.00, 1.00, 1.00
2.00, 60.00, 60.00, 1.00, 1.00
2.00, 69.00, 65.00, 1.00, 0.00
2.00, 77.00, 70.00, 1.00, 0.00
3.00, 48.00, 53.00, 3.00, 1.00
3.00, 55.00, 57.00, 0.75, 1.00
3.00, 60.00, 60.00, 0.75, 1.00
3.00, 67.00, 64.00, 0.75, 0.00
3.00, 76.00, 69.00, 0.75, 0.00
3.75, 59.00, 59.00, 0.25, 1.00
3.75, 65.00, 63.00, 0.25, 0.00
3.75, 74.00, 68.00, 0.25, 0.00
4.00, 60.00, 60.00, 2.00, 1.00
4.00, 64.00, 62.00, 2.00, 0.00
4.00, 72.00, 67.00, 2.00, 0.00
6.00, 50.00, 54.00, 0.75, 1.00
6.00, 57.00, 58.00, 0.75, 1.00
6.00, 65.00, 63.00, 0.75, 0.00
6.00, 69.00, 65.00, 0.75, 0.00
6.75, 50.00, 54.00, 0.25, 1.00
6.75, 57.00, 58.00, 0.25, 1.00
6.75, 65.00, 63.00, 0.25, 0.00
6.75, 69.00, 65.00, 0.25, 0.00
7.00, 50.00, 54.00, 1.00, 1.00
7.00, 57.00, 58.00, 1.00, 1.00
7.00, 65.00, 63.00, 1.00, 0.00
7.00, 69.00, 65.00, 1.00, 0.00
8.00, 50.00, 54.00, 1.00, 1.00
8.00, 57.00, 58.00, 1.00, 1.00
8.00, 65.00, 63.00, 1.00, 0.00
8.00, 74.00, 68.00, 1.00, 0.00
9.00, 45.00, 51.00, 3.00, 1.00
9.00, 52.00, 55.00, 0.75, 1.00
9.00, 64.00, 62.00, 0.75, 0.00
9.00, 72.00, 67.00, 0.75, 0.00
9.75, 56.00, 57.00, 0.25, 1.00
9.75, 62.00, 61.00, 0.25, 0.00
9.75, 70.00, 66.00, 0.25, 0.00
10.00, 57.00, 58.00, 2.00, 1.00
10.00, 60.00, 60.00, 2.00, 0.00
10.00, 69.00, 65.00, 2.00, 0.00
12.00, 46.00, 52.00, 0.75, 1.00
12.00, 53.00, 56.00, 0.75, 1.00
12.00, 62.00, 61.00, 0.75, 0.00
12.00, 65.00, 63.00, 0.75, 0.00
12.75, 46.00, 52.00, 0.25, 1.00
12.75, 53.00, 56.00, 0.25, 1.00
